store_id,name,address_context_code,address_context_description,intersection_description,quadrant_code,quadrant_description,address_line1,address_line2,address_line3,city,region,state,postal_code,county,country_code,country,Product Name,Price,Price Per Count,Primary Location Name,Available Quantity,Order Pickup,Curbside,In Store
1800,Sioux City,M,Mailing,US 20 & Sunnybrook Dr,SEC,SouthEast Corner,5775 Sunnybrook Dr,,,Sioux City,IA,Iowa,51106-4247,Woodbury,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$6.69,$0.37,Sioux City,10.0,IN_STOCK,IN_STOCK,IN_STOCK
322,Mountain View,M,Mailing,Showers Dr & Latham St,NEC,NorthEast Corner,555 Showers Dr,,,Mountain View,CA,California,94040-1432,Santa Clara,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$4.39,$0.24,Mountain View,0.0,UNAVAILABLE,UNAVAILABLE,OUT_OF_STOCK
2632,Culver City Westfield Mall,M,Mailing,Hwy 90 & Sepulveda Blvd,SEC,SouthEast Corner,6000 Sepulveda Blvd,Ste 2250,,Culver City,CA,California,90230-6423,Los Angeles,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$3.79,$0.21,Culver City Westfield Mall,0.0,UNAVAILABLE,UNAVAILABLE,OUT_OF_STOCK
1850,Addison,M,Mailing,Belt Line Rd & Marsh Lane,SEC,SouthEast Corner,3730 Belt Line Rd,,,Addison,TX,Texas,75001-4301,Dallas,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$6.69,$0.37,Addison,0.0,UNAVAILABLE,UNAVAILABLE,LIMITED_STOCK_SEE_STORE
2098,Branson,M,Mailing,US 65 & Branson Hills Pkwy,NWC,NorthWest Corner,1200 Branson Hills Pkwy,,,Branson,MO,Missouri,65616-9943,Taney,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$6.69,$0.37,Branson,10.0,IN_STOCK,IN_STOCK,IN_STOCK
1225,Richmond Brandermill,M,Mailing,Hwy 288 & Hull Street Rd,SWC,SouthWest Corner,4601 Commonwealth Centre Pkwy,,,Midlothian,VA,Virginia,23112-2639,Chesterfield,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$6.69,$0.37,Richmond Brandermill,2.0,IN_STOCK,IN_STOCK,IN_STOCK
1040,Vista North University Drive,M,Mailing,Hwy 78 & Sycamore Ave,NWC,NorthWest Corner,1751 University Dr,,,Vista,CA,California,92083-7775,San Diego,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$3.79,$0.21,Vista North University Drive,0.0,UNAVAILABLE,UNAVAILABLE,OUT_OF_STOCK
2156,Waterbury,M,Mailing,Chase Ave & Wigwam Ave,NEC,NorthEast Corner,300 Chase Ave,,,Waterbury,CT,Connecticut,06704-2246,New Haven,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$6.69,$0.37,Waterbury,10.0,IN_STOCK,IN_STOCK,IN_STOCK
1037,Springdale,M,Mailing,E Kemper Rd & Century Blvd,NWC,NorthWest Corner,900 E Kemper Rd,,,Springdale,OH,Ohio,45246-2518,Hamilton,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$5.79,$0.32,Springdale,10.0,IN_STOCK,IN_STOCK,IN_STOCK
772,Fredericksburg,M,Mailing,I-95 & Rte 3,NWC,NorthWest Corner,1180 Carl D Silver Pkwy,,,Fredericksburg,VA,Virginia,22401-4913,Fredericksburg City,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$5.79,$0.32,Fredericksburg,1.0,IN_STOCK,IN_STOCK,IN_STOCK
2715,Bakersfield West,M,Mailing,Stockdale Hwy & Buena Vista Rd,NEC,NorthEast Corner,11000 Stockdale Hwy,,,Bakersfield,CA,California,93311-3635,Kern,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$3.79,$0.21,Bakersfield West,0.0,UNAVAILABLE,UNAVAILABLE,OUT_OF_STOCK
2167,North Dartmouth,M,Mailing,Rt 6 & Cross St,SEC,SouthEast Corner,479 State Rd,,,North Dartmouth,MA,Massachusetts,02747-4309,Bristol,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$2.69,$0.15,North Dartmouth,0.0,UNAVAILABLE,UNAVAILABLE,OUT_OF_STOCK
1984,San Jose Story Road,M,Mailing,King Rd & Story Rd,SEC,SouthEast Corner,1750 Story Rd,,,San Jose,CA,California,95122-1921,Santa Clara,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$7.29,$0.40,San Jose Story Road,0.0,UNAVAILABLE,UNAVAILABLE,NOT_SOLD_IN_STORE
2697,Oahu-Kailua,M,Mailing,Kailua Road & Hahani Street,NEC,NorthEast Corner,345 Hahani St,,,Kailua,HI,Hawaii,96734-2838,Honolulu,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$3.19,$0.18,Oahu-Kailua,0.0,UNAVAILABLE,UNAVAILABLE,OUT_OF_STOCK
346,Clackamas,M,Mailing,90th & Sunnyside Rd,SEC,SouthEast Corner,9000 SE Sunnyside Rd,,,Clackamas,OR,Oregon,97015-9758,Clackamas,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$2.89,$0.16,Clackamas,0.0,UNAVAILABLE,UNAVAILABLE,OUT_OF_STOCK
1376,Mobile West,M,Mailing,Schillinger Rd & Old Gov't St,SWC,SouthWest Corner,790 Schillinger Rd S,,,Mobile,AL,Alabama,36695-8979,Mobile,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$6.69,$0.37,Mobile West,0.0,OUT_OF_STOCK,UNAVAILABLE,OUT_OF_STOCK
1388,Kansas City Chouteau,M,Mailing,I-35 & Chouteau Trafficway,SEC,SouthEast Corner,4375 N Chouteau Trfy,,,Kansas City,MO,Missouri,64117-1743,Clay,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$5.79,$0.32,Kansas City Chouteau,0.0,OUT_OF_STOCK,UNAVAILABLE,OUT_OF_STOCK
1955,Orange,M,Mailing,Hwy 1 & Dogwood Rd,NWC,NorthWest Corner,25 Boston Post Rd,,,Orange,CT,Connecticut,06477-3203,New Haven,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$6.69,$0.37,Orange,10.0,IN_STOCK,IN_STOCK,IN_STOCK
2092,Deerfield Beach Hillsboro Blvd,M,Mailing,Powerline Rd & Hillsboro Blvd,NEC,NorthEast Corner,3599 W Hillsboro Blvd,,,Deerfield Beach,FL,Florida,33442-9404,Broward,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$5.79,$0.32,Deerfield Beach Hillsboro Blvd,10.0,IN_STOCK,IN_STOCK,IN_STOCK
2802,Escondido South,M,Mailing,I-15 & E. Via Rancho Parkway,NEC,NorthEast Corner,280 E Via Rancho Pkwy,,,Escondido,CA,California,92025-8005,San Diego,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$3.79,$0.21,Escondido South,0.0,UNAVAILABLE,UNAVAILABLE,OUT_OF_STOCK
1391,Charleston South,M,Mailing,I-526 & Rt. 7,NEC,NorthEast Corner,2070 Sam Rittenberg Blvd,,,Charleston,SC,South Carolina,29407-4605,Charleston,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$6.69,$0.37,Charleston South,10.0,IN_STOCK,IN_STOCK,IN_STOCK
1101,Florissant,M,Mailing,Thunderbird & US 67,NEC,NorthEast Corner,2341 N Highway 67,,,Florissant,MO,Missouri,63033-2033,St. Louis,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$5.79,$0.32,Florissant,10.0,IN_STOCK,IN_STOCK,IN_STOCK
1393,Milford,M,Mailing,I-275 & Milford Parkway,NWC,NorthWest Corner,100 Rivers Edge,,,Milford,OH,Ohio,45150-2585,Clermont,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$6.69,$0.37,Milford,10.0,IN_STOCK,IN_STOCK,IN_STOCK
2717,Lakewood,M,Mailing,S Wadsworth Blvd & Alameda Ave,SEC,SouthEast Corner,460 S Vance St,,,Lakewood,CO,Colorado,80226-3305,Jefferson,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$2.69,$0.15,Lakewood,0.0,UNAVAILABLE,UNAVAILABLE,OUT_OF_STOCK
331,Vallejo,M,Mailing,Admrl Callaghan Lane & Old Turner,NEC,NorthEast Corner,904 Admiral Callaghan Lane,,,Vallejo,CA,California,94591-3680,Solano,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$5.79,$0.32,Vallejo,0.0,UNAVAILABLE,UNAVAILABLE,OUT_OF_STOCK
2820,Denver SE,M,Mailing,Hampton & Tamarac,SEC,SouthEast Corner,7777 E Hampden Ave,,,Denver,CO,Colorado,80231-4806,Denver,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$2.69,$0.15,Denver SE,0.0,UNAVAILABLE,UNAVAILABLE,OUT_OF_STOCK
2534,Kenner,M,Mailing,W Esplande Ave & Cattle Farm Rd,SEC,SouthEast Corner,1401 W Esplanade Ave,Ste 200,,Kenner,LA,Louisiana,70065-2845,Jefferson Parish,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$6.69,$0.37,Kenner,10.0,IN_STOCK,IN_STOCK,IN_STOCK
358,Clovis,M,Mailing,Shaw Ave & N Clovis,SEC,SouthEast Corner,900 Shaw Ave,,,Clovis,CA,California,93612-3900,Fresno,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$5.79,$0.32,Clovis,0.0,UNAVAILABLE,UNAVAILABLE,DISCONTINUED
2182,Somersworth,M,Mailing,High St & Bernier St,SWC,SouthWest Corner,11 Andrews Rd,,,Somersworth,NH,New Hampshire,03878-1042,Strafford,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$6.69,$0.37,Somersworth,10.0,IN_STOCK,IN_STOCK,IN_STOCK
2455,Davis,M,Mailing,2nd St & Mace Blvd,NWC,NorthWest Corner,4601 2nd St,,,Davis,CA,California,95618-9446,Yolo,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$4.99,$0.28,Davis,0.0,UNAVAILABLE,UNAVAILABLE,OUT_OF_STOCK
1382,New Tampa,M,Mailing,Rte 581 & County Line Rd,NWC,NorthWest Corner,1201 County Rd 581,,,Wesley Chapel,FL,Florida,33544-9261,Pasco,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$6.69,$0.37,New Tampa,10.0,IN_STOCK,IN_STOCK,IN_STOCK
1780,Woodstock,M,Mailing,State Rte 92 & I-575,SWC,SouthWest Corner,140 Woodstock Square Ave,,,Woodstock,GA,Georgia,30189-6500,Cherokee,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$6.69,$0.37,Woodstock,0.0,UNAVAILABLE,UNAVAILABLE,LIMITED_STOCK_SEE_STORE
1357,St George,M,Mailing,River Rd & 500 South St,NEC,NorthEast Corner,275 S River Rd,,,Saint George,UT,Utah,84790-2116,Washington,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$6.69,$0.37,St George,0.0,UNAVAILABLE,UNAVAILABLE,DISCONTINUED
1144,Coon Rapids,M,Mailing,Round Lake Blvd & Main St,SEC,SouthEast Corner,3300 124th Ave NW,,,Coon Rapids,MN,Minnesota,55433-3805,Anoka,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$6.69,$0.37,Coon Rapids,10.0,IN_STOCK,IN_STOCK,IN_STOCK
1234,Winchester,M,Mailing,I-81 & Rte 50 @ Adams Dr,SWC,SouthWest Corner,2340 Legge Blvd,,,Winchester,VA,Virginia,22601-7008,Winchester City,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$6.69,$0.37,Winchester,0.0,UNAVAILABLE,UNAVAILABLE,LIMITED_STOCK_SEE_STORE
2115,Sacramento Natomas,M,Mailing,I-80 & Truxel Rd,NEC,NorthEast Corner,3601 N Freeway Blvd,,,Sacramento,CA,California,95834-2902,Sacramento,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$5.79,$0.32,Sacramento Natomas,0.0,UNAVAILABLE,UNAVAILABLE,NOT_SOLD_IN_STORE
1394,Cumming,M,Mailing,GA 400 & GA 20,NEC,NorthEast Corner,1525 Market Place Blvd,,,Cumming,GA,Georgia,30041-7935,Forsyth,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$6.69,$0.37,Cumming,10.0,IN_STOCK,IN_STOCK,IN_STOCK
1449,Metairie,M,Mailing,I-10 & Clearview Pkwy,NEC,NorthEast Corner,4500 Veterans Memorial Blvd,,,Metairie,LA,Louisiana,70006-5330,Jefferson Parish,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$6.69,$0.37,Metairie,0.0,OUT_OF_STOCK,UNAVAILABLE,OUT_OF_STOCK
1966,Sanford,M,Mailing,Town Center Blvd & SR 417,NEC,NorthEast Corner,1201 WP Ball Blvd,,,Sanford,FL,Florida,32771-7204,Seminole,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$6.69,$0.37,Sanford,10.0,IN_STOCK,IN_STOCK,IN_STOCK
238,Appleton,M,Mailing,US Hwy 41 & Wisconsin Ave/US 10,SWC,SouthWest Corner,4301 W Wisconsin Ave,Ste 42,,Appleton,WI,Wisconsin,54913-8605,Outagamie,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$6.69,$0.37,Appleton,10.0,IN_STOCK,IN_STOCK,IN_STOCK
